listing_id,date
1735938,2014-11-03
1735938,2015-02-15
1735938,2015-02-16
1735938,2015-03-17
1735938,2015-03-24
1735938,2015-04-13
1735938,2015-04-27
1735938,2015-05-04
1735938,2015-05-17
1735938,2015-05-24
1735938,2015-05-25
1735938,2015-06-29
1735938,2015-07-06
1735938,2015-09-08
1735938,2015-10-31
1458379,2013-08-10
1458379,2013-09-24
1458379,2013-11-04
1458379,2014-03-08
1458379,2014-04-11
1458379,2014-04-19
1458379,2014-06-05
1458379,2014-06-20
1458379,2014-07-04
1458379,2014-07-18
1458379,2014-07-25
1458379,2014-08-01
1458379,2014-08-16
1458379,2014-09-14
1458379,2014-09-18
1458379,2014-10-01
1458379,2014-10-30
1458379,2015-03-11
1458379,2015-05-08
1458379,2015-05-29
1458379,2015-06-17
1458379,2015-06-18
1458379,2015-06-25
1458379,2015-07-01
1458379,2015-07-26
1458379,2015-08-01
1458379,2015-09-14
1458379,2015-09-24
1458379,2015-10-21
4145709,2015-03-16
4145709,2015-03-17
4145709,2015-03-18
8289304,2015-09-26
8289304,2015-09-28
8289304,2015-10-07
8289304,2015-10-13
8289304,2015-10-20
8289304,2015-10-24
8289304,2015-10-29
8289304,2015-11-02
5411018,2015-03-21
1021657,2014-05-14
1021657,2015-04-19
1021657,2015-07-24
1021657,2015-09-30
8605719,2015-10-13
8133741,2015-10-26
4358441,2014-11-03
4358441,2014-11-09
4358441,2015-03-18
4358441,2015-04-19
4358441,2015-04-26
4358441,2015-05-26
4358441,2015-06-07
4358441,2015-08-16
4358441,2015-08-23
4358441,2015-08-30
4358441,2015-09-15
4358441,2015-09-21
4358441,2015-09-26
4358441,2015-10-02
4358441,2015-10-05
4358441,2015-10-12
4358441,2015-10-18
4358441,2015-10-26
4358441,2015-10-29
4358441,2015-11-04
5251657,2015-04-13
5251657,2015-04-20
5251657,2015-05-01
5251657,2015-05-18
5251657,2015-05-26
5251657,2015-06-18
5251657,2015-07-07
5251657,2015-07-20
5251657,2015-07-27
5251657,2015-08-31
5251657,2015-09-08
5251657,2015-09-14
5251657,2015-09-21
5251657,2015-10-06
5251657,2015-10-12
4128330,2014-10-06
3486582,2015-01-19
950052,2013-03-13
950052,2013-08-16
950052,2013-08-28
950052,2014-08-03
950052,2015-05-21
950052,2015-08-25
2380977,2014-03-13
2380977,2014-03-17
2380977,2015-03-22
2380977,2015-04-26
2380977,2015-05-15
869081,2013-03-11
869081,2013-11-18
869081,2014-01-02
869081,2014-02-17
869081,2014-02-24
869081,2014-03-13
869081,2014-04-14
869081,2014-05-06
869081,2014-05-12
869081,2014-05-19
869081,2014-05-27
869081,2014-06-06
869081,2014-07-20
869081,2014-08-17
869081,2014-09-23
869081,2014-09-29
869081,2014-10-08
869081,2014-10-12
869081,2014-10-13
869081,2014-11-03
869081,2014-11-10
869081,2014-11-29
869081,2014-12-28
869081,2015-01-28
869081,2015-03-21
869081,2015-03-24
869081,2015-04-01
869081,2015-04-11
869081,2015-04-14
869081,2015-04-21
869081,2015-04-23
869081,2015-04-27
869081,2015-05-22
869081,2015-06-26
869081,2015-09-15
869081,2015-10-05
869081,2015-10-09
869081,2015-10-12
869081,2015-10-19
869081,2015-10-27
869081,2015-11-02
2149762,2014-02-03
2149762,2014-02-09
2149762,2014-02-17
2149762,2014-03-15
2149762,2014-03-17
2149762,2014-03-29
2149762,2014-03-31
2149762,2014-04-02
2149762,2014-04-09
2149762,2014-04-14
2149762,2014-04-28
2149762,2014-05-06
2149762,2014-05-19
2149762,2014-06-07
2149762,2014-06-09
2149762,2014-06-10
2149762,2014-06-12
2149762,2014-06-23
2149762,2014-07-02
2149762,2014-07-04
2149762,2014-07-11
2149762,2014-07-14
2149762,2014-07-19
2149762,2014-07-21
2149762,2014-08-03
2149762,2014-08-09
2149762,2014-08-12
2149762,2014-08-13
2149762,2014-08-14
2149762,2014-08-17
2149762,2014-08-19
2149762,2014-08-28
2149762,2014-09-01
2149762,2014-09-07
2149762,2014-09-22
2149762,2014-09-27
2149762,2014-10-06
2149762,2014-10-13
2149762,2014-10-15
2149762,2014-10-16
2149762,2014-10-17
2149762,2014-10-18
2149762,2014-10-19
2149762,2014-10-22
2149762,2014-11-10
2149762,2014-11-16
2149762,2014-11-20
2149762,2014-11-24
2149762,2014-11-27
2149762,2014-12-06
2149762,2014-12-09
2149762,2014-12-15
2149762,2015-02-01
2149762,2015-02-09
2149762,2015-02-15
2149762,2015-02-17
2149762,2015-02-20
2149762,2015-02-22
2149762,2015-02-25
2149762,2015-03-01
2149762,2015-03-05
2149762,2015-03-08
2149762,2015-03-10
2149762,2015-03-22
2149762,2015-03-29
2149762,2015-04-01
2149762,2015-04-09
2149762,2015-04-19
2149762,2015-04-23
2149762,2015-05-08
2149762,2015-05-15
2149762,2015-05-18
2149762,2015-05-21
2149762,2015-06-15
2149762,2015-06-17
2149762,2015-06-18
2149762,2015-06-21
2149762,2015-06-24
2149762,2015-06-25
2149762,2015-06-27
2149762,2015-07-03
2149762,2015-07-07
2149762,2015-07-10
2149762,2015-07-12
2149762,2015-07-15
2149762,2015-07-16
2149762,2015-07-25
2149762,2015-07-30
2149762,2015-08-07
2149762,2015-08-18
2149762,2015-08-21
2149762,2015-08-28
2149762,2015-09-01
2149762,2015-09-05
2149762,2015-09-12
2149762,2015-09-19
2149762,2015-09-22
2149762,2015-10-01
2149762,2015-10-05
2149762,2015-10-08
2149762,2015-10-12
2149762,2015-10-14
2149762,2015-10-19
2149762,2015-10-20
2149762,2015-10-21
2149762,2015-10-24
4856999,2015-10-06
8802464,2015-10-13
141550,2011-09-11
141550,2011-09-23
141550,2011-11-01
141550,2011-11-10
141550,2011-12-03
141550,2011-12-12
141550,2012-03-15
141550,2012-03-19
141550,2012-04-03
141550,2012-04-17
141550,2012-04-25
141550,2012-05-13
141550,2012-05-21
141550,2012-06-01
141550,2012-06-05
141550,2012-07-15
141550,2012-09-03
141550,2012-09-04
141550,2012-09-09
141550,2012-09-10
141550,2012-09-17
141550,2012-10-08
141550,2012-10-22
141550,2012-10-28
141550,2012-11-12
141550,2012-11-24
141550,2012-12-20
141550,2013-02-04
141550,2013-02-18
141550,2013-02-19
141550,2013-03-04
141550,2013-03-09
141550,2013-03-13
141550,2013-03-18
141550,2013-03-30
141550,2013-04-01
141550,2013-04-08
141550,2013-05-27
141550,2013-06-04
141550,2013-06-10
141550,2013-06-16
141550,2013-06-23
141550,2013-06-24
141550,2013-07-08
141550,2013-08-26
141550,2013-09-17
141550,2013-09-23
141550,2013-09-30
141550,2013-10-14
141550,2013-10-22
141550,2013-10-27
141550,2013-11-11
141550,2013-11-19
141550,2014-01-02
141550,2014-02-03
141550,2014-02-24
141550,2014-03-03
141550,2014-03-13
141550,2014-03-16
141550,2014-03-17
141550,2014-03-25
141550,2014-03-31
141550,2014-04-07
141550,2014-04-14
141550,2014-04-28
141550,2014-05-06
141550,2014-05-12
141550,2014-06-03
141550,2014-06-24
141550,2014-07-05
141550,2014-07-15
141550,2014-07-28
141550,2014-08-02
141550,2014-09-01
141550,2014-09-21
141550,2014-10-06
141550,2014-10-13
141550,2014-10-18
141550,2014-10-20
141550,2014-11-03
141550,2014-11-16
141550,2014-12-31
141550,2015-01-01
141550,2015-01-05
141550,2015-01-10
141550,2015-01-12
141550,2015-01-19
141550,2015-02-01
141550,2015-02-14
141550,2015-02-15
141550,2015-02-28
141550,2015-04-04
141550,2015-04-05
141550,2015-04-12
141550,2015-04-19
141550,2015-04-26
141550,2015-05-03
141550,2015-05-11
141550,2015-05-31
141550,2015-06-21
141550,2015-06-28
141550,2015-07-06
141550,2015-07-11
141550,2015-07-12
141550,2015-07-19
141550,2015-07-24
141550,2015-07-31
141550,2015-08-02
141550,2015-08-03
141550,2015-08-09
141550,2015-08-10
141550,2015-08-13
141550,2015-08-16
141550,2015-08-17
141550,2015-08-18
141550,2015-08-24
141550,2015-08-30
141550,2015-09-12
141550,2015-09-15
141550,2015-10-08
141550,2015-10-12
141550,2015-10-17
2386693,2015-03-22
2691971,2014-04-28
2691971,2014-05-27
2691971,2014-09-07
2691971,2014-09-20
2691971,2014-10-06
2691971,2014-11-03
2691971,2015-01-26
2691971,2015-02-16
2691971,2015-02-19
2691971,2015-03-01
2691971,2015-03-12
2691971,2015-03-17
2691971,2015-03-29
2691971,2015-04-05
2691971,2015-04-20
2691971,2015-05-17
2691971,2015-08-22
2691971,2015-09-21
5359587,2015-04-01
5359587,2015-04-05
5359587,2015-05-03
5359587,2015-05-11
5359587,2015-05-17
5359587,2015-05-22
5359587,2015-05-24
5359587,2015-06-07
5359587,2015-08-30
5359587,2015-10-11
5511448,2015-10-09
5326306,2015-04-27
5326306,2015-06-09
5326306,2015-10-03
5326306,2015-10-19
5375907,2015-03-19
5103926,2015-03-22
5103926,2015-04-13
5103926,2015-05-11
5103926,2015-05-25
5103926,2015-06-03
5103926,2015-06-30
5103926,2015-07-05
5103926,2015-07-12
5103926,2015-07-19
5103926,2015-07-24
5103926,2015-08-02
5103926,2015-08-17
5103926,2015-08-21
5103926,2015-08-22
5103926,2015-09-07
5103926,2015-09-21
5103926,2015-09-27
5103926,2015-10-05
5103926,2015-10-12
5103926,2015-10-25
5103926,2015-10-27
7679,2009-08-12
7679,2009-09-07
7679,2009-10-18
7679,2009-12-31
7679,2010-02-08
7679,2010-03-15
7679,2010-03-22
7679,2010-04-01
7679,2010-04-04
7679,2010-05-15
7679,2010-05-25
7679,2010-05-31
7679,2010-07-12
7679,2010-08-27
7679,2010-09-27
7679,2010-10-04
7679,2010-10-11
7679,2010-11-22
7679,2011-02-28
7679,2011-03-17
7679,2011-03-21
7679,2011-03-25
7679,2011-06-20
7679,2011-07-06
7679,2011-11-06
7679,2011-11-24
7679,2012-02-18
7679,2012-03-14
7679,2012-03-20
7679,2012-07-30
7679,2012-09-08
7679,2012-11-19
7679,2013-01-19
7679,2013-03-13
7679,2013-03-20
7679,2013-04-23
7679,2013-05-20
7679,2013-10-31
7679,2013-11-01
7679,2013-11-18
7679,2014-01-04
7679,2014-02-21
7679,2014-03-11
7679,2014-03-15
7679,2014-03-16
7679,2014-03-18
7679,2014-04-07
7679,2014-04-14
7679,2014-04-23
7679,2014-05-19
7679,2014-05-27
7679,2014-06-09
7679,2014-10-05
7679,2014-10-12
7679,2014-10-19
7679,2014-10-25
7679,2014-11-02
7679,2014-12-31
7679,2015-03-18
7679,2015-03-20
7679,2015-04-12
7679,2015-04-18
7679,2015-04-19
7679,2015-04-26
7679,2015-05-15
7679,2015-05-19
7679,2015-06-07
7679,2015-06-13
7679,2015-06-19
7679,2015-07-05
7679,2015-08-22
7679,2015-09-21
7679,2015-09-27
7679,2015-10-05
7679,2015-10-12
7679,2015-10-18
7679,2015-10-26
3303643,2014-10-12
3303643,2014-11-02
3303643,2014-11-09
3303643,2015-02-19
3303643,2015-03-02
3303643,2015-03-09
3303643,2015-03-22
3303643,2015-03-29
3303643,2015-04-03
3303643,2015-04-21
3303643,2015-05-17
3303643,2015-05-25
3303643,2015-08-16
3303643,2015-09-22
3303643,2015-10-12
3303643,2015-10-18
951773,2015-06-23
951773,2015-08-02
951773,2015-08-16
951773,2015-08-23
951773,2015-09-07
951773,2015-09-21
951773,2015-10-05
951773,2015-10-11
951773,2015-10-24
951773,2015-11-01
8592877,2015-10-25
8592877,2015-10-26
1402358,2013-09-09
1402358,2013-12-08
1402358,2014-08-27
1402358,2014-09-30
1402358,2014-10-06
1402358,2014-10-12
1402358,2014-10-14
1402358,2014-11-01
1402358,2014-11-02
1402358,2014-11-05
1402358,2014-11-10
1402358,2014-11-16
1402358,2014-11-18
1402358,2014-11-27
1402358,2014-11-30
1402358,2015-01-08
1402358,2015-01-09
1402358,2015-01-19
1402358,2015-01-22
1402358,2015-01-23
1402358,2015-01-26
1402358,2015-01-30
1402358,2015-03-12
1402358,2015-03-15
1402358,2015-03-20
1402358,2015-03-21
1402358,2015-03-23
1402358,2015-03-27
1402358,2015-04-02
1402358,2015-04-12
1402358,2015-04-21
1402358,2015-04-23
1402358,2015-04-25
1402358,2015-04-26
1402358,2015-05-18
1402358,2015-05-21
1402358,2015-05-22
1402358,2015-07-07
1402358,2015-07-09
1402358,2015-07-11
1402358,2015-07-19
1402358,2015-08-01
1402358,2015-09-21
1402358,2015-09-23
1402358,2015-10-02
1402358,2015-10-04
1402358,2015-10-09
1402358,2015-10-11
1402358,2015-10-13
1402358,2015-10-17
1402358,2015-10-18
1402358,2015-10-30
1402358,2015-11-01
8354974,2015-09-14
8354974,2015-09-21
8354974,2015-10-04
8354974,2015-10-11
8354974,2015-10-31
8251627,2015-10-05
977492,2013-03-13
977492,2013-03-21
977492,2013-06-04
977492,2013-09-04
977492,2013-09-16
977492,2013-09-23
977492,2013-10-01
977492,2013-10-15
977492,2013-11-04
977492,2013-11-11
977492,2013-11-18
977492,2013-12-09
977492,2013-12-30
977492,2014-01-03
977492,2014-01-22
977492,2014-01-27
977492,2014-02-15
977492,2014-02-18
977492,2014-02-24
977492,2014-03-22
977492,2014-03-25
977492,2014-03-31
977492,2014-04-07
977492,2014-04-10
977492,2014-04-14
977492,2014-04-23
977492,2014-05-06
977492,2014-05-13
977492,2014-05-16
977492,2014-05-19
977492,2014-05-24
977492,2014-05-26
977492,2014-06-02
977492,2014-06-06
977492,2014-06-09
977492,2014-06-16
977492,2014-06-23
977492,2014-07-11
977492,2014-07-14
977492,2014-07-27
977492,2014-08-11
977492,2014-08-25
977492,2014-09-01
977492,2014-09-06
977492,2014-09-08
977492,2014-09-19
977492,2014-09-26
977492,2014-09-30
977492,2014-10-09
977492,2014-10-15
977492,2014-10-19
977492,2014-10-21
977492,2014-10-25
977492,2014-10-29
977492,2014-11-03
977492,2014-11-06
977492,2014-11-10
977492,2014-11-22
977492,2014-11-24
977492,2014-12-07
977492,2014-12-09
977492,2014-12-20
977492,2014-12-27
977492,2015-01-01
977492,2015-01-09
977492,2015-01-27
977492,2015-02-09
977492,2015-02-16
977492,2015-03-17
977492,2015-03-27
977492,2015-03-29
977492,2015-04-01
977492,2015-04-12
977492,2015-04-18
977492,2015-04-20
977492,2015-04-26
977492,2015-05-03
977492,2015-05-16
977492,2015-05-22
977492,2015-05-25
977492,2015-06-19
977492,2015-06-29
977492,2015-07-25
977492,2015-07-27
977492,2015-08-02
977492,2015-08-09
977492,2015-08-16
977492,2015-08-23
977492,2015-08-26
977492,2015-09-06
977492,2015-09-10
977492,2015-09-13
977492,2015-09-15
977492,2015-09-20
977492,2015-09-21
977492,2015-10-07
977492,2015-10-10
977492,2015-10-18
977492,2015-10-24
977492,2015-10-27
2521003,2014-03-12
2521003,2014-03-31
2521003,2014-09-01
2521003,2014-10-07
2521003,2014-11-04
2521003,2014-11-11
2521003,2014-12-23
2521003,2015-02-17
2521003,2015-03-18
2521003,2015-03-24
2521003,2015-03-30
2521003,2015-04-13
2521003,2015-05-26
2521003,2015-06-01
2521003,2015-06-15
2521003,2015-07-06
2521003,2015-08-02
2521003,2015-08-03
2521003,2015-08-17
2521003,2015-09-06
2521003,2015-09-14
2521003,2015-09-16
2521003,2015-09-28
2521003,2015-10-06
2521003,2015-10-26
2521003,2015-10-30
2521003,2015-11-03
347802,2012-03-12
347802,2012-03-18
347802,2012-03-26
347802,2012-04-03
347802,2012-04-25
347802,2012-05-01
347802,2012-05-08
347802,2012-05-25
347802,2012-05-29
347802,2012-07-04
347802,2012-07-16
347802,2012-07-28
347802,2012-07-29
347802,2012-08-13
347802,2012-10-02
347802,2012-10-16
347802,2012-10-30
347802,2012-11-07
347802,2012-11-12
347802,2012-11-22
347802,2012-11-26
347802,2013-03-08
347802,2013-03-15
347802,2013-03-22
347802,2013-04-26
347802,2013-04-29
347802,2013-05-08
347802,2013-05-19
347802,2013-05-27
347802,2013-05-29
347802,2013-06-04
347802,2013-08-19
347802,2013-09-04
347802,2013-09-13
347802,2013-09-16
347802,2013-09-30
347802,2013-10-06
347802,2013-10-10
347802,2013-10-26
347802,2013-10-30
347802,2013-11-04
347802,2013-11-18
347802,2013-11-24
347802,2013-11-30
347802,2013-12-04
347802,2013-12-16
347802,2014-02-06
347802,2014-03-03
347802,2014-03-14
347802,2014-03-18
347802,2014-04-01
347802,2014-04-09
347802,2014-04-15
347802,2014-04-22
347802,2014-04-27
347802,2014-05-13
347802,2014-05-19
347802,2014-06-02
347802,2014-06-23
347802,2014-07-07
347802,2014-07-08
347802,2014-07-29
347802,2014-08-05
347802,2014-08-11
347802,2014-08-28
347802,2014-08-29
347802,2014-09-01
347802,2014-09-06
347802,2014-09-07
347802,2014-09-14
347802,2014-09-17
347802,2014-09-22
347802,2014-09-25
347802,2014-09-26
347802,2014-09-29
347802,2014-10-02
347802,2014-10-06
347802,2014-10-08
347802,2014-10-12
347802,2014-10-13
347802,2014-11-03
347802,2014-11-07
347802,2014-11-16
347802,2014-11-20
347802,2014-11-23
347802,2014-12-08
347802,2014-12-21
347802,2015-01-04
347802,2015-01-17
347802,2015-01-20
347802,2015-01-24
347802,2015-02-01
347802,2015-02-26
347802,2015-03-06
347802,2015-03-11
347802,2015-03-31
347802,2015-04-06
347802,2015-04-12
347802,2015-04-15
347802,2015-04-26
347802,2015-05-04
347802,2015-05-22
347802,2015-05-25
347802,2015-06-08
347802,2015-06-20
347802,2015-07-01
347802,2015-07-07
347802,2015-07-12
347802,2015-07-24
347802,2015-08-01
347802,2015-08-09
347802,2015-08-19
347802,2015-08-27
347802,2015-09-07
347802,2015-09-18
347802,2015-09-21
347802,2015-09-27
347802,2015-10-05
347802,2015-10-18
5705904,2015-03-29
5705904,2015-04-26
5705904,2015-05-03
5705904,2015-06-16
5705904,2015-06-19
5705904,2015-07-06
5705904,2015-10-04
5705904,2015-10-11
5705904,2015-10-12
5705904,2015-10-18
5705904,2015-10-27
1709478,2014-06-02
1709478,2015-04-26
158398,2012-03-15
158398,2012-11-19
158398,2013-10-15
158398,2014-05-19
158398,2014-06-02
158398,2014-09-02
158398,2015-03-19
5447230,2015-03-02
5447230,2015-03-28
5617149,2015-05-08
5617149,2015-09-21
5617149,2015-10-11
5617149,2015-10-25
3052787,2014-06-23
3052787,2015-03-18
3052787,2015-03-23
3052787,2015-04-03
4077459,2014-10-13
4077459,2014-12-01
4077459,2015-05-01
4077459,2015-10-22
4077459,2015-10-26
4833418,2015-01-11
4833418,2015-01-18
4833418,2015-02-15
4833418,2015-03-23
4833418,2015-04-19
5384509,2015-03-08
5384509,2015-03-16
5384509,2015-03-22
5384509,2015-03-29
5384509,2015-04-12
5384509,2015-04-25
5384509,2015-05-15
5384509,2015-05-23
5384509,2015-05-26
5384509,2015-06-04
5384509,2015-07-10
5384509,2015-10-04
5384509,2015-10-25
520055,2014-06-11
520055,2014-08-01
520055,2015-03-23
520055,2015-07-11
8409729,2015-09-21
8409729,2015-09-27
8409729,2015-10-05
1305257,2014-03-02
1305257,2014-03-10
1305257,2014-04-28
1305257,2014-05-02
1305257,2014-08-18
1305257,2014-08-27
1305257,2014-10-19
1305257,2014-11-12
1305257,2014-11-28
1305257,2014-12-01
1305257,2015-01-03
1305257,2015-02-02
1305257,2015-02-06
1305257,2015-02-17
1305257,2015-02-22
1305257,2015-02-28
1305257,2015-03-07
1305257,2015-03-08
1305257,2015-04-05
1305257,2015-04-11
1305257,2015-04-15
1305257,2015-04-20
1305257,2015-04-25
1305257,2015-05-06
1305257,2015-05-08
1305257,2015-05-09
1305257,2015-06-05
1305257,2015-06-15
1305257,2015-06-17
1305257,2015-06-21
1305257,2015-06-26
1305257,2015-07-04
1305257,2015-07-07
1305257,2015-07-13
1305257,2015-07-19
1305257,2015-08-01
1305257,2015-08-09
1305257,2015-08-21
1305257,2015-09-21
1305257,2015-09-29
1305257,2015-10-05
1305257,2015-10-26
1305257,2015-11-01
5521345,2015-03-15
5521345,2015-03-16
5521345,2015-04-26
5521345,2015-05-22
5521345,2015-05-25
5521345,2015-05-31
5521345,2015-06-05
5521345,2015-06-11
5521345,2015-06-14
5521345,2015-06-27
5521345,2015-07-11
5521345,2015-07-17
5521345,2015-07-24
5521345,2015-08-01
5521345,2015-08-04
5521345,2015-08-12
5521345,2015-08-16
5521345,2015-08-21
5521345,2015-08-23
5521345,2015-09-05
5521345,2015-09-12
5521345,2015-09-18
5521345,2015-09-21
5521345,2015-09-28
5521345,2015-10-03
5521345,2015-10-07
5521345,2015-10-12
5521345,2015-10-19
5521345,2015-10-22
5521345,2015-10-28
5521345,2015-11-03
1687956,2014-03-12
1687956,2014-05-06
2454556,2014-03-30
2454556,2014-04-06
2454556,2014-04-11
2454556,2014-04-14
2454556,2014-04-21
2454556,2014-04-25
2454556,2014-04-28
2454556,2014-05-02
2454556,2014-05-05
2454556,2014-05-26
2454556,2014-05-27
2454556,2014-06-16
2454556,2014-06-23
2454556,2014-06-30
2454556,2014-07-05
2454556,2014-07-16
2454556,2014-07-23
2454556,2014-08-06
2454556,2014-08-18
2454556,2014-08-22
2454556,2014-09-01
2454556,2014-09-21
2454556,2014-09-22
2454556,2014-10-14
2454556,2014-10-20
2454556,2014-10-27
2454556,2014-11-04
2454556,2014-12-13
2454556,2014-12-15
2454556,2015-01-02
2454556,2015-01-12
2454556,2015-01-20
2454556,2015-02-02
2454556,2015-02-17
2454556,2015-02-20
2454556,2015-03-05
2454556,2015-03-13
2454556,2015-03-16
2454556,2015-03-17
2454556,2015-03-21
2454556,2015-03-26
2454556,2015-03-30
2454556,2015-04-14
2454556,2015-05-12
2454556,2015-05-28
2454556,2015-06-22
2454556,2015-06-24
2454556,2015-06-29
2454556,2015-07-06
2454556,2015-08-03
2454556,2015-08-17
2454556,2015-08-23
2454556,2015-08-24
2454556,2015-08-31
2454556,2015-09-08
2454556,2015-09-14
2454556,2015-09-21
2454556,2015-09-21
2454556,2015-09-25
2454556,2015-09-28
2454556,2015-10-04
2454556,2015-10-05
2454556,2015-10-09
2454556,2015-10-14
2454556,2015-10-18
2454556,2015-10-19
2454556,2015-10-22
2454556,2015-10-28
8140740,2015-09-22
8140740,2015-09-28
8140740,2015-10-13
8140740,2015-10-19
8140740,2015-10-24
8538706,2015-10-03
8538706,2015-10-04
8538706,2015-10-19
8538706,2015-11-02
4533513,2015-01-12
4533513,2015-01-13
4533513,2015-01-16
4533513,2015-01-24
4533513,2015-01-28
4533513,2015-02-08
4533513,2015-02-13
4533513,2015-02-16
4533513,2015-02-21
4533513,2015-02-23
4533513,2015-02-25
4533513,2015-03-03
4533513,2015-03-07
4533513,2015-03-12
4533513,2015-03-15
4533513,2015-03-17
4533513,2015-03-22
4533513,2015-03-24
4533513,2015-03-30
4533513,2015-04-04
4533513,2015-04-06
4533513,2015-04-13
4533513,2015-04-20
4533513,2015-04-26
4533513,2015-04-30
4533513,2015-05-09
4533513,2015-05-13
4533513,2015-05-15
4533513,2015-05-16
4533513,2015-05-21
4533513,2015-05-29
4533513,2015-06-04
4533513,2015-06-16
4533513,2015-06-19
4533513,2015-06-21
4533513,2015-06-29
4533513,2015-07-01
4533513,2015-07-14
4533513,2015-07-17
4533513,2015-09-19
4533513,2015-10-05
4533513,2015-10-10
4533513,2015-10-16
4533513,2015-10-18
4533513,2015-10-24
4533513,2015-10-26
4533513,2015-11-01
6964491,2015-07-21
6964491,2015-08-24
6964491,2015-09-05
6964491,2015-10-11
6964491,2015-10-14
6964491,2015-10-17
2126912,2014-03-18
8723071,2015-10-11
8723071,2015-10-13
8723071,2015-10-19
8723071,2015-11-01
2033051,2014-05-29
2033051,2014-10-09
2033051,2014-12-28
3998768,2014-10-02
3998768,2014-10-05
3998768,2014-10-12
3998768,2014-10-26
3998768,2014-11-01
3998768,2014-11-02
3998768,2014-11-11
3998768,2014-12-21
3998768,2015-02-13
3998768,2015-02-15
3998768,2015-03-17
3998768,2015-03-22
3998768,2015-04-24
3998768,2015-05-12
3998768,2015-05-23
3998768,2015-05-25
3998768,2015-06-07
3998768,2015-07-11
3998768,2015-08-05
3998768,2015-08-22
3998768,2015-09-23
