entity_id,reldesc,reltype,relatedEntityId
14950,"Professor, Institute of Advanced Study",Position,108820
14950,Graduate,Education,108828
14950,Graduate,Education,108832
14950,Undergraduate,Education,108721
14950,"Professor   ",Position,73475
14950,Graduate,Education,108736
14950,Undergraduate,Education,46564
14950,Graduate,Education,191831
14950,Graduate,Education,193100
14950,Graduate,Education,193098
14950,Undergraduate,Education,193364
14950,"Professor of Jurisprudence ",Position,83303
14950,Graduate,Education,192932
14950,Professor,Position,192932
14950,Undergraduate,Education,193467
14950,Undergraduate,Education,135147
14950,Undergraduate,Education,120088
14950,Undergraduate,Education,193983
14950,Undergraduate,Education,194010
14950,Undergraduate,Education,163704
14950,Undergraduate,Education,194711
14950,Undergraduate,Education,194868
14950,Graduate,Education,171327
14950,Graduate,Education,106819
14950,"Visiting Professor",Position,88050
14950,Graduate,Education,117973
14950,"Professor Emeritus, Economics",Position,51022
14950,"Professor, Astronomy    ",Position,154271
14950,Undergraduate,Education,84053
14950,Graduate,Education,198252
14950,Undergraduate,Education,198454
14950,Undergraduate,Education,198457
14950,Undergraduate,Education,199755
14950,Undergraduate,Education,144801
14950,Undergraduate,Education,193125
14950,"Professor of Economics",Position,72151
14950,Undergraduate,Education,100702
14950,Graduate,Education,100702
14950,"President   ",Position,46554
14950,Graduate,Education,46554
14950,university,Hierarchy,201337
14950,Undergraduate,Education,5831
14950,Undergraduate,Education,201338
14950,"Professor of Physics",Position,107279
14950,Graduate,Education,41128
14950,"Professor of Public and International Affairs",Position,68262
14950,Graduate,Education,199207
14950,Graduate,Education,199336
14950," Professor of International Affairs",Position,154446
14950,"Professor    ",Position,88533
14950,"Professor of Physics",Position,107260
14950,Graduate,Education,199858
14950,Graduate,Education,200428
14950,Undergraduate,Education,33591
14950,"Lecturer   ",Position,100702
14950,Undergraduate,Education,200769
14950,Graduate,Education,200954
14950,Graduate,Education,202048
14950,Graduate,Education,109098
14950,Undergraduate,Education,88680
14950,Undergraduate,Education,206578
14950,Undergraduate,Education,207123
14950,Undergraduate,Education,196290
14950,Undergraduate,Education,33569
14950,Graduate,Education,208419
14950,"Professor   ",Position,69387
14950,Graduate,Education,209234
14950,Graduate,Education,209652
14950,Undergraduate,Education,210013
14950,Undergraduate,Education,148483
14950,Undergraduate,Education,149325
14950,Graduate,Education,210910
14950,"Professor, Department of Near Eastern Studies and Department of History ",Position,211007
14950,"Professor of Computer Science",Position,211187
14950,Graduate,Education,211277
14950,Undergraduate,Education,70658
14950,Undergraduate,Education,211973
14950,Graduate,Education,212198
14950,"Professor of Philosophy",Position,212198
14950,Undergraduate,Education,212408
14950,"Lecturer   ",Position,84128
14950,Undergraduate,Education,212988
14950,Undergraduate,Education,213042
14950,Graduate,Education,214066
14950,Undergraduate,Education,214675
14950,"Professor   ",Position,36827
14950,"Professor of Chemistry and Physics",Position,214986
14950,Graduate,Education,215613
14950,Graduate,Education,217866
14950,Undergraduate,Education,9435
14950,"Visting Professor of Psychology",Position,220634
14950,Undergraduate,Education,45419
14950,Undergraduate,Education,222099
14950,"Professor of History and Public Affairs ",Position,222211
14950,Undergraduate,Education,100961
14950,Undergraduate,Education,225320
14950,Undergraduate,Education,146830
14950,Undergraduate,Education,226915
14950,Undergraduate,Education,96826
14950,Graduate,Education,228395
14950,Undergraduate,Education,228702
14950,Graduate,Education,176703
14950,Undergraduate,Education,46689
14950,Undergraduate,Education,81769
14950,Undergraduate,Education,231615
14950,Undergraduate,Education,224420
14950,Undergraduate,Education,37937
14950,Undergraduate,Education,230651
14950,Undergraduate,Education,34456
14950,"Professor of Politics and International Affairs ",Position,100705
14950,President,Position,83424
14950,Graduate,Education,240690
14950,Undergraduate,Education,226685
14950,Undergraduate,Education,243325
14950,Undergraduate,Education,4607
14950,Undergraduate,Education,245670
14950,Graduate,Education,245670
14950,Undergraduate,Education,102478
14950,Undergraduate,Education,246515
14950,Undergraduate,Education,248322
14950,NULL,Education,154759
14950,Undergraduate,Education,154759
14950,Undergraduate,Education,252468
14950,Undergraduate,Education,131088
14950,Undergraduate,Education,253595
14950,Undergraduate,Education,253969
14950,Undergraduate,Education,156956
15105,Graduate,Education,5303
15105,"Bachelor of Arts / Science",Education,6791
15105,"Bachelor of Arts / Science",Education,15122
15105,"Bachelor of Arts / Science",Education,15185
15105,"Bachelor of Arts / Science",Education,15210
15105,Undergraduate,Education,33278
15105,Undergraduate,Education,33345
15105,Graduate,Education,23803
15105,"Alexander F. Hehmeyer Professor of Political Science and Public Policy",Position,33628
15105,NULL,Education,34015
15105,"Professor of Law and Public Policy",Position,5155
15105,Undergraduate,Education,36805
15105,Graduate,Education,2193
15105,Undergraduate,Education,38144
15105,Graduate,Education,38432
15105,Graduate,Education,2499
15105,Graduate,Education,38941
15105,Graduate,Education,40372
15105,Graduate,Education,33182
15105,Undergraduate,Education,2167
15105,Undergraduate,Education,1375
15105,Trustee,Position,1375
15105,Graduate,Education,41582
15105,Graduate,Education,39451
15105,Graduate,Education,13513
15105,Undergraduate,Education,42031
15105,"Adjunct professor",Position,43454
15105,Undergraduate,Education,44198
15105,Undergraduate,Education,18679
15105,Graduate,Education,11725
15105,"Director of internships, Political Science Department",Position,45878
15105,"Board Member",Position,45818
15105,"Board Member",Position,46671
15105,"Board Member",Position,46672
15105,"Board Member",Position,46673
15105,"Board Member",Position,46677
15105,"Board Member",Position,46678
15105,"Board Member",Position,46679
15105,"Board Member",Position,46680
15105,"Board Member",Position,33259
15105,Chair,Position,15122
15105,"Board Member",Position,46681
15105,"Board Member",Position,46682
15105,"Board Member",Position,1067
15105,"Board Member",Position,46683
15105,"Board Member",Position,38842
15105,"Board Member",Position,1954
15105,"Board Member",Position,46685
15105,"Board Member",Position,46686
15105,"Board Member",Position,44916
15105,"Board Member",Position,46687
15105,"Board Member",Position,46688
15105,"Board Member",Position,46689
15105,"Board Member",Position,46690
15105,"Board Member",Position,35053
15105,"Board Member",Position,46691
15105,"Board Member",Position,46692
15105,"Board Member",Position,46693
15105,"Board Member",Position,37541
15105,"Board Member",Position,46694
15105,"Board Member",Position,46695
15105,"Board Member",Position,46696
15105,"Board Member",Position,5564
15105,"Board Member",Position,46697
15105,"Board Member",Position,46698
15105,Undergraduate,Education,46690
15105,Undergraduate,Education,3263
15105,Undergraduate,Education,13928
15105,Undergraduate,Education,49852
15105,Undergraduate,Education,37774
15105,Graduate,Education,37774
15105,Undergraduate,Education,45361
15105,Graduate,Education,34617
15105,Donation,Donation,52496
15105,NULL,Education,52496
15105,Undergraduate,Education,18600
15105,Undergraduate,Education,16087
15105,Undergraduate,Education,58287
15105,Undergraduate,Education,13250
15105,Graduate,Education,75568
15105,Graduate,Education,38174
15105,Undergraduate,Education,75979
15105,Undergraduate,Education,15210
15105,Undergraduate,Education,82484
15105,Undergraduate,Education,82481
15105,Undergraduate,Education,82488
15105,Graduate,Education,14107
15105,Graduate,Education,14117
15105,Undergraduate,Education,69974
15105,Undergraduate,Education,71022
15105,Undergraduate,Education,80059
15105,Undergraduate,Education,80188
15105,Graduate,Education,80628
15105,Undergraduate,Education,1636
15105,Undergraduate,Education,3500
15105,Graduate,Education,3558
15105,Undergraduate,Education,4749
15105,Undergraduate,Education,5137
15105,Undergraduate,Education,5564
15105,Undergraduate,Education,27842
15105,Undergraduate,Education,36866
15105,Undergraduate,Education,48435
15105,Undergraduate,Education,19014
15105,Undergraduate,Education,19327
15105,Undergraduate,Education,19405
15105,Undergraduate,Education,20774
15105,Undergraduate,Education,23085
15105,Graduate,Education,23726
15105,Graduate,Education,27480
15105,Graduate,Education,29618
15105,Graduate,Education,38146
15105,Graduate,Education,45363
15105,Undergraduate,Education,83340
15105,Undergraduate,Education,13534
15105,Graduate,Education,13784
15105,Graduate,Education,14308
15105,Undergraduate,Education,85101
15105,Undergraduate,Education,14520
15105,Undergraduate,Education,15649
15105,Undergraduate,Education,15806
15105,Undergraduate,Education,17832
15105,Graduate,Education,38185
15105,Graduate,Education,43885
15105,Graduate,Education,49160
15105,Undergraduate,Education,83545
15105,Graduate,Education,85250
15105,Undergraduate,Education,85237
15105,Undergraduate,Education,1362
15105,Graduate,Education,1371
15105,Undergraduate,Education,91753
15105,"Vice Chancellor for Health Affairs",Position,92606
15105,Undergraduate,Education,95811
15105,Donation,Donation,5303
15105,Undergraduate,Education,5311
15105,Graduate,Education,16989
15105,Undergraduate,Education,91513
15105,Undergraduate,Education,91561
15105,Undergraduate,Education,92695
15105,Undergraduate,Education,95099
15105,Undergraduate,Education,95117
15105,Undergraduate,Education,102231
15105,Graduate,Education,106414
15105,Graduate,Education,106803
15105,Undergraduate,Education,106835
15105,Undergraduate,Education,109014
15105,Undergraduate,Education,5650
15105,Undergraduate,Education,6149
15105,Undergraduate,Education,6269
15105,Undergraduate,Education,7850
15105,Undergraduate,Education,9078
15105,Undergraduate,Education,11436
15105,Undergraduate,Education,13155
15105,Undergraduate,Education,13331
15105,Undergraduate,Education,13352
15105,Graduate,Education,13421
15105,President,Position,14273
15105,Undergraduate,Education,35053
15105,Undergraduate,Education,11269
15105,Undergraduate,Education,98008
15105,Undergraduate,Education,108412
15105,Undergraduate,Education,112488
15105,Undergraduate,Education,113116
15105,Undergraduate,Education,114142
15105,NULL,Education,42670
15105,NULL,Education,118444
15105,Donation,Donation,46060
15105,"Professor of Political Science",Position,38928
15105,Undergraduate,Education,96445
15105,Undergraduate,Education,118606
15105,Undergraduate,Education,118739
15105,Undergraduate,Education,46388
15105,Undergraduate,Education,127482
15105,Fellow,Position,130326
15105,Graduate,Education,131031
15105,Undergraduate,Education,139119
15105,Undergraduate,Education,83886
15105,Undergraduate,Education,143887
15105,Undergraduate,Education,61096
15105,Undergraduate,Education,144040
15105,Undergraduate,Education,145402
15105,Undergraduate,Education,60945
15105,Undergraduate,Education,44645
15105,Undergraduate,Education,131219
15105,Undergraduate,Education,131477
15105,Undergraduate,Education,132451
15105,Undergraduate,Education,133530
15105,Undergraduate,Education,135493
15105,Undergraduate,Education,136767
15105,Undergraduate,Education,139817
15105,Undergraduate,Education,141516
15105,Undergraduate,Education,151192
15105,Undergraduate,Education,153085
15105,Graduate,Education,18152
15105,Graduate,Education,19536
15105,Undergraduate,Education,23276
15105,Undergraduate,Education,27425
15105,Undergraduate,Education,113274
15105,Undergraduate,Education,113331
15105,Graduate,Education,115731
15105,Undergraduate,Education,118489
15105,Undergraduate,Education,127488
15105,Undergraduate,Education,127745
15105,Undergraduate,Education,127828
15105,Undergraduate,Education,128115
15105,Undergraduate,Education,129362
15105,Undergraduate,Education,129519
15105,Undergraduate,Education,129888
15105,Undergraduate,Education,130434
15105,Undergraduate,Education,131054
15105,Undergraduate,Education,154250
15105,Undergraduate,Education,51646
15105,Undergraduate,Education,156485
15105,Undergraduate,Education,157758
15105,Undergraduate,Education,157760
15105,Undergraduate,Education,158211
15105,Undergraduate,Education,62922
15105,Undergraduate,Education,73663
15105,Undergraduate,Education,73839
15105,Undergraduate,Education,155993
15105,Undergraduate,Education,156898
15105,Undergraduate,Education,157214
15105,Undergraduate,Education,159461
15105,Undergraduate,Education,161451
15105,Undergraduate,Education,162303
15105,Undergraduate,Education,163079
15105,Undergraduate,Education,163663
15105,Undergraduate,Education,164100
15105,Undergraduate,Education,164102
15105,Undergraduate,Education,164106
15105,Graduate,Education,130083
15105,Undergraduate,Education,156414
15105,Graduate,Education,162315
15105,Graduate,Education,162384
15105,Undergraduate,Education,167552
15105,Undergraduate,Education,124182
15105,Undergraduate,Education,174576
15105,NULL,Hierarchy,38149
15105,NULL,Hierarchy,40337
15105,NULL,Hierarchy,77480
15105,NULL,Hierarchy,175662
15105,Undergraduate,Education,178514
15105,Undergraduate,Education,178433
15105,Undergraduate,Education,182871
15105,Undergraduate,Education,182521
15105,Undergraduate,Education,119576
15105,Undergraduate,Education,154624
15105,Undergraduate,Education,174566
15105,Undergraduate,Education,194866
15105,Undergraduate,Education,156800
15105,Graduate,Education,156800
15105,Graduate,Education,107636
15105,Undergraduate,Education,154304
15105,Graduate,Education,164833
15105,Undergraduate,Education,107500
15105,"Board of Trustees Member",Position,107500
15105,"Professor of Biomedical Engineering",Position,199172
15105,Graduate,Education,199172
15105,Undergraduate,Education,201500
15105,"Professor  ",Position,201505
15105,Undergraduate,Education,201505
15105,Graduate,Education,201505
15105,NULL,Education,205512
15105,"Lecturer, Sanford Institute",Position,209205
15105,"Adjunct Professor   ",Position,166735
15105,Undergraduate,Education,211408
15105,Undergraduate,Education,94998
15105,"Professor of History",Position,194450
15105,Graduate,Education,216527
15105,Graduate,Education,216743
15105,Graduate,Education,108436
15105,Donation,Donation,72613
15105,Trustee,Position,218033
15105,Undergraduate,Education,218033
15105,Undergraduate,Education,220634
15105,Undergraduate,Education,104419
15105,Undergraduate,Education,222985
15105,Undergraduate,Education,227917
15105,Undergraduate,Education,64494
15105,Undergraduate,Education,228496
15105,Undergraduate,Education,230233
15105,Trustee,Position,233308
15105,Trustee,Position,233309
15105,Trustee,Position,233310
15105,Trustee,Position,233311
15105,Trustee,Position,2257
15105,Trustee,Position,3885
15105,Trustee,Position,7070
15105,Trustee,Position,233312
15105,Trustee,Position,233313
15105,Trustee,Position,10970
15105,Trustee,Position,233314
15105,Trustee,Position,130083
15105,Trustee,Position,233315
15105,Trustee,Position,233316
15105,Trustee,Position,174618
15105,Trustee,Position,233317
15105,Trustee,Position,233318
15105,Trustee,Position,5979
15105,Trustee,Position,233319
15105,Trustee,Position,2499
15105,Trustee,Position,233320
15105,Graduate,Education,228346
15105,Undergraduate,Education,243133
15575,"Direct Lobbying",Lobbying,2
15575,"Direct Lobbying",Lobbying,3
15575,"Lobbying (for client)",Lobbying,15802
15575,"Direct Lobbying",Lobbying,4
15575,"Direct Lobbying",Lobbying,5
15575,"Direct Lobbying",Lobbying,8
15575,"Lobbying (for client)",Lobbying,40846
15575,"Direct Lobbying",Lobbying,12
15575,"Direct Lobbying",Lobbying,13
15575,"Direct Lobbying",Lobbying,15
15575,"Lobbying (for client)",Lobbying,21
15575,"Lobbying (for client)",Lobbying,16871
15575,"Direct Lobbying",Lobbying,36
15575,"Direct Lobbying",Lobbying,39
15575,"Lobbying (for client)",Lobbying,35009
15575,"Lobbying (for client)",Lobbying,15544
15575,"Lobbying (for client)",Lobbying,18605
15575,"Lobbying (for client)",Lobbying,15643
15575,"Direct Lobbying",Lobbying,58
15575,"Lobbying (for client)",Lobbying,15527
15575,"Direct Lobbying",Lobbying,60
15575,"Direct Lobbying",Lobbying,61
15575,"Direct Lobbying",Lobbying,88278
15575,"Direct Lobbying",Lobbying,100351
15575,"Direct Lobbying",Lobbying,78
15575,"Lobbying (for client)",Lobbying,15449
15575,"Direct Lobbying",Lobbying,86
15575,"Direct Lobbying",Lobbying,88
15575,"Direct Lobbying",Lobbying,97
15575,"Lobbying (for client)",Lobbying,15460
15575,"Lobbying (for client)",Lobbying,18472
15575,"Direct Lobbying",Lobbying,113
15575,"Lobbying (for client)",Lobbying,115669
15575,"Direct Lobbying",Lobbying,39479
15575,"Lobbying (for client)",Lobbying,15859
15575,"Direct Lobbying",Lobbying,115
15575,"Direct Lobbying",Lobbying,124
15575,"Direct Lobbying",Lobbying,132
15575,"Direct Lobbying",Lobbying,39607
15575,"Lobbying (for client)",Lobbying,21986
15575,"Lobbying (for client)",Lobbying,23512
15575,"Direct Lobbying",Lobbying,166
15575,"Lobbying (for client)",Lobbying,16517
15575,"Direct Lobbying",Lobbying,168
15575,"Lobbying (for client)",Lobbying,18155
15575,"Direct Lobbying",Lobbying,186
15575,"Direct Lobbying",Lobbying,199
15575,"Lobbying (for client)",Lobbying,16065
15575,"Lobbying (for client)",Lobbying,23943
15575,"Lobbying (for client)",Lobbying,24569
15575,"Lobbying (for client)",Lobbying,16555
15575,"Direct Lobbying",Lobbying,239
15575,"Direct Lobbying",Lobbying,298
15575,"Direct Lobbying",Lobbying,306
15575,"Direct Lobbying",Lobbying,311
15575,"Direct Lobbying",Lobbying,338
15575,"Lobbying (for client)",Lobbying,17625
15575,"Lobbying (for client)",Lobbying,25792
15575,"Lobbying (for client)",Lobbying,25822
15575,"Direct Lobbying",Lobbying,392
15575,"Direct Lobbying",Lobbying,418
15575,"Direct Lobbying",Lobbying,430
15575,"Direct Lobbying",Lobbying,463
15575,"Lobbying (for client)",Lobbying,15807
15575,"Direct Lobbying",Lobbying,533
15575,"Direct Lobbying",Lobbying,597
15575,"Lobbying (for client)",Lobbying,15495
15575,"Lobbying (for client)",Lobbying,25219
15575,"Direct Lobbying",Lobbying,915
15575,"Lobbying (for client)",Lobbying,16880
15575,"Lobbying (for client)",Lobbying,19637
15575,"Special Assistant to the President",Position,28215
15575,"Director of Asian Affairs",Position,33222
15575,NULL,Position,60272
15575,"Senior Director for Iraq and Afghanistan",Position,33511
15575,"Senior Director for Defense Policy",Position,33624
15575,"Senior Director for Intelligence Programs",Position,33473
15575,"Senior Director",Position,33625
15575,"Director for Intelligence Programs",Position,33571
15575,"Deputy Press Secretary",Position,35332
15575,"Special Assistant to the President",Position,35341
15575,"Chief of Staff",Position,23045
15575,NULL,Position,33169
15575,Member,Position,33620
15575,Member,Position,33609
15575,"Director, Office of Global Issues",Position,33227
15575,"Director for Near East and South Asian Affairs",Position,33236
15575,"Deputy National Security Adviser for International Economics",Position,18001
15575,"Executive Assistant to the National Security Advisor",Position,2425
15575,NULL,Position,20992
15575,"Director, International Economic Affairs ",Position,20992
15575,"Director of Andean Affairs",Position,38919
15575,NULL,Position,33244
15575,"Special Assistant to the President and Senior Director for Western Hemisphere Affairds",Position,38921
15575,"Senior Staff, International economic affairs",Position,39293
15575,"Senior Director for International Economic Affairs",Position,39300
15575,NULL,Position,5633
15575," Director for Western Hemisphere Economics",Position,22302
15575,"Senior Director for Multilateral Affairs",Position,34585
15575,"Director for speechwriting",Position,44086
15575,"Deputy National Security Advisor for Strategic Communications",Position,33238
15575,"Acting Chief of Staff",Position,33238
15575,"Special Advisor for Strategic Planning and Institutional Reform",Position,33628
15575,"Director for Defense Policy and Arms Control",Position,33628
15575,"Director of Planning",Position,68050
15575,NULL,Position,68064
15575,NULL,Position,72569
15575,"Director for European Affairs",Position,33229
15575,"Special Envoy for Western Hemisphere Initiatives",Position,75038
15575,NULL,Position,37798
15575,NULL,Position,22795
15575,NULL,Position,78839
15575,"National Security Advisor",Position,4963
15575,NULL,Position,85430
15575,"National Security Advisor",Position,35008
15575,NULL,Position,85752
15575,"National Security Advisor",Position,1061
15575,"senior officer for Vietnam",Position,33503
15575,"Special Assistant to the President",Position,33246
15575,"assistant to the president for national security affairs",Position,20091
15575,"National Security Advisor",Position,89015
15575,"Deputy National Security Advisor",Position,89015
15575,"senior director for Asia ",Position,103323
15575,"senior director for strategic planning",Position,105624
15575,"Director for Counter-terrorism Affairs",Position,74989
15575,NULL,Position,100046
15575,Spokesman,Position,88541
15575,"Legal Counsel",Position,110599
15575,"Senior Advisor",Position,13725
15575,"Special Assistant to the President and Senior Director for Inter-American Affairs",Position,38928
15575,NULL,Position,127100
15575,"Counterterrorism Security Group",Position,127160
15575,"Director, Transitional Threats",Position,127320
15575,NULL,Position,127466
15575,"Director for European Affairs",Position,115682
15575,"Consultant ",Position,130644
15575,Spokesman,Position,130893
15575,"Director for European Affairs",Position,17472
15575,"Assistant to Deputy Nat'l Sec. Advisor for Combating Terrorism",Position,131462
15575,"Director of Def. Transformation, Force Planning & Resources",Position,131470
15575,"economic director for the Western Hemisphere",Position,133404
15575,"Special Assistant to the President",Position,139848
15575,"Deputy Legal Adviser",Position,139848
15575,"Senior Director",Position,146946
15575,"Director for Democracy, Human Rights and Humanitarian Affairs",Position,146946
15575,"Director of European Affairs",Position,77912
15575,"Director for Iraqi Reconstruction",Position,149346
15575,"Associate Director & Executive Assistant",Position,149346
15575,"Chief of Staff",Position,33237
15575,"Senior Director for Southeast European Affairs ",Position,133706
15575,NULL,Position,156499
15575,"Director for Near East and South Asian affairs",Position,133714
15575,"Director for Persian Gulf Affairs",Position,133714
15575,"Special Assistant to the President and Senior Director for Global Environmental Affairs",Position,72503
15575,"Senior Director for Defense Policy and Arms Control ",Position,20661
15575,"Senior Director for Energy and Climate Change",Position,106268
15575,"Senior Director for International Energy",Position,162257
15575,"Special Assistant to the President ",Position,118523
15575,"Senior Director for Russia, Ukraine and Eurasia",Position,118523
15575,"Senior Director",Position,33284
15575,"Member, Deputies Committee",Position,131059
15575,Advisor,Position,122310
15575,"Special Assistant to the President for National Security Affairs ",Position,167053
15575,"staff member",Position,167490
15575,"director for European and Eurasian Affairs",Position,171017
15575,"director for South and Central Asian Affairs",Position,171017
15575,NULL,Hierarchy,129558
15575,"NESA Director for the Arabian Peninsula",Position,76555
15575,"Director for European Affairs",Position,83315
15575,"Senior Director for European Affairs",Position,224579
15575,"Senior Director for European Affairs",Position,104443
15575,"Director of Defense Programs and Arms Control",Position,234706
15575,"Special assistant to the president and the Senior Director for Intelligence Programs and Reform",Position,234708
15575,"Special Assistant to the President and Senior Director for Democracy, Human Rights and International",Position,234707
15575,"Associate director for Near Eastern affairs",Position,234713
15575,"Director for China, Taiwan, and Mongolian Affairs",Position,234712
15575,"Special Assistant to the President for National Security Affairs and Legal Adviser",Position,234709
15575,"Director for contingency planning and international justice",Position,234705
15575,"Director for Defense Strategy and Requirements",Position,140953
15575,"senior advisor to Tom Donilon",Position,243874
15575,"Director for International Economics",Position,243874
15575,"Director for Iraq",Position,243874
15575," climate change and environmental policy",Position,33242
15575,"deputy homeland security advisor",Position,250865
15575,"Senior Adviser for International Economic Policy",Position,69169
15575,"Senior Director for Energy & Climate Change",Position,33838
21791,"Direct Lobbying",Lobbying,88
21791,"Direct Lobbying",Lobbying,113
21791,"Direct Lobbying",Lobbying,202
21791,"Lobbying (for client)",Lobbying,18457
21791,"Direct Lobbying",Lobbying,214
21791,Contractor,Transaction,44
21791,Contractor,Transaction,58
21791,Contractor,Transaction,77
21791,Contractor,Transaction,138
21791,Contractor,Transaction,145
21791,Contractor,Transaction,171
21791,Contractor,Transaction,202
21791,Contractor,Transaction,438
21791,Contractor,Transaction,444
21791,Contractor,Transaction,607
21791,Contractor,Transaction,710
21791,Director,Position,111208
21791,"Assistant Director",Position,111208
21791,"Chief of Staff",Position,111216
21791,Director,Position,116538
21791,"Deputy Director of Intelligence",Position,108396
21791,"Political- Military Analyst",Position,127471
21791,"Deputy Director of Military Intelligence Staff",Position,127471
21791,"deputy director",Position,127069
21791,"Analyst, Intelligence Officer",Position,131735
21791,"Science and Technology Advisory Board",Position,112365
21791,"National Intelligence Support Team",Position,140866
21791,"Regional Analysis Office Chief",Position,140883
21791,Director,Position,79236
21791,"Deputy director",Position,143728
21791,Director,Position,65046
21791,NULL,Hierarchy,108394
21791,Director,Position,177345
21791,contractor,Transaction,28274
21791,"Deputy Director",Position,81718
21791,"imagery analyst",Position,81718
28254,Co-founder,Position,15044
28254,"vice president of global marketing",Position,174382
28254,NULL,Hierarchy,45254
28485,Partner,Position,33176
28485,NULL,Position,35066
28485,NULL,Position,1320
28485,Partner,Position,1062
28485,"Chairman, Antitrust and Trade Regulation Division",Position,1062
28485,Partner,Position,42876
28485,"Senior Partner",Position,50364
28485,Partner,Position,10855
28485,Partner,Position,85428
28485,"senior advisor",Position,46566
28485,partner,Position,116112
28485,Partner,Position,131883
28485,NULL,Hierarchy,114798
28485,NULL,Hierarchy,127886
28485,NULL,Hierarchy,127889
28485,Partner,Position,198910
28485,NULL,Position,205170
28485,NULL,Position,205179
28485,Office,Hierarchy,219845
28485,Office,Hierarchy,219846
28485,"an office",Hierarchy,227399
28485,"Leads global capital markets practice",Position,228495
28485,NULL,Position,102193
28485,NULL,Position,15108
28485,Associate,Position,228643
28485,Partner,Position,153194
28485,"Corporate litigator",Position,157930
28778,"Campaign Contribution",Donation,2448
28778,"Campaign Contribution",Donation,3237
28778,"Campaign Contribution",Donation,3243
28778,"Campaign Contribution",Donation,3293
28778,"Campaign Contribution",Donation,3310
28778,"Campaign Contribution",Donation,3319
28778,"Campaign Contribution",Donation,3363
28778,"Campaign Contribution",Donation,3373
28778,"Campaign Contribution",Donation,3377
28778,"Campaign Contribution",Donation,3393
28778,"Campaign Contribution",Donation,3619
28778,"Campaign Contribution",Donation,3621
28778,"Campaign Contribution",Donation,3650
28778,"Campaign Contribution",Donation,3686
28778,"Campaign Contribution",Donation,3720
28778,"Campaign Contribution",Donation,3788
28778,"Campaign Contribution",Donation,3802
28778,"Campaign Contribution",Donation,3804
28778,"Campaign Contribution",Donation,3926
28778,"Campaign Contribution",Donation,3951
28778,"Campaign Contribution",Donation,3976
28778,"Campaign Contribution",Donation,3984
28778,"Campaign Contribution",Donation,3988
28778,"Campaign Contribution",Donation,4032
28778,"Campaign Contribution",Donation,4118
28778,"Campaign Contribution",Donation,4346
28778,"Campaign Contribution",Donation,4389
28778,"Campaign Contribution",Donation,4462
28778,"Campaign Contribution",Donation,4569
28778,"Campaign Contribution",Donation,4640
28778,"Campaign Contribution",Donation,4717
28778,"Campaign Contribution",Donation,69662
28778,"Campaign Contribution",Donation,4786
28778,"Campaign Contribution",Donation,4789
28778,"Campaign Contribution",Donation,4828
28778,"Campaign Contribution",Donation,4914
28778,"Campaign Contribution",Donation,4920
28778,"Campaign Contribution",Donation,4951
28778,"Campaign Contribution",Donation,4974
28778,"Campaign Contribution",Donation,5032
28778,"Campaign Contribution",Donation,5086
28778,"Campaign Contribution",Donation,5173
28778,"Campaign Contribution",Donation,5185
28778,"Campaign Contribution",Donation,5190
28778,"Campaign Contribution",Donation,5260
28778,"Campaign Contribution",Donation,5344
28778,"Campaign Contribution",Donation,5382
28778,"Campaign Contribution",Donation,5393
28778,"Campaign Contribution",Donation,5451
28778,"Campaign Contribution",Donation,5495
28778,"Campaign Contribution",Donation,5506
28778,"Campaign Contribution",Donation,5521
28778,"Campaign Contribution",Donation,5549
28778,"Campaign Contribution",Donation,5567
28778,"Campaign Contribution",Donation,5666
28778,"Campaign Contribution",Donation,5694
28778,"Campaign Contribution",Donation,5721
28778,"Campaign Contribution",Donation,5831
28778,"Campaign Contribution",Donation,5870
28778,"Campaign Contribution",Donation,5875
28778,"Campaign Contribution",Donation,5884
28778,"Campaign Contribution",Donation,5933
28778,"Campaign Contribution",Donation,5959
28778,"Campaign Contribution",Donation,5975
28778,"Campaign Contribution",Donation,5980
28778,"Campaign Contribution",Donation,6019
28778,"Campaign Contribution",Donation,6246
28778,"Campaign Contribution",Donation,6386
28778,"Campaign Contribution",Donation,6438
28778,"Campaign Contribution",Donation,6474
28778,"Campaign Contribution",Donation,6523
28778,"Campaign Contribution",Donation,6593
28778,"Campaign Contribution",Donation,6595
28778,"Campaign Contribution",Donation,6644
28778,"Campaign Contribution",Donation,6654
28778,"Campaign Contribution",Donation,6669
28778,"Campaign Contribution",Donation,6718
28778,"Campaign Contribution",Donation,6722
28778,"Campaign Contribution",Donation,6787
28778,"Campaign Contribution",Donation,6805
28778,"Campaign Contribution",Donation,6850
28778,"Campaign Contribution",Donation,6856
28778,"Campaign Contribution",Donation,6874
28778,"Campaign Contribution",Donation,6969
28778,"Campaign Contribution",Donation,6987
28778,"Campaign Contribution",Donation,6988
28778,"Campaign Contribution",Donation,7022
28778,"Campaign Contribution",Donation,7059
28778,"Campaign Contribution",Donation,7140
28778,"Campaign Contribution",Donation,7170
28778,"Campaign Contribution",Donation,7180
28778,"Campaign Contribution",Donation,7261
28778,"Campaign Contribution",Donation,7299
28778,"Campaign Contribution",Donation,7319
28778,"Campaign Contribution",Donation,7399
28778,"Campaign Contribution",Donation,7411
28778,"Campaign Contribution",Donation,7421
28778,"Campaign Contribution",Donation,7459
28778,"Campaign Contribution",Donation,7469
28778,"Campaign Contribution",Donation,7514
28778,"Campaign Contribution",Donation,7515
