id,name
95182,"DAVID R. LOVEJOY"
95193,"JOHN C. HARMON"
95201,"JAMES C. RODDEY"
80585,"CLIFFORD D. MAY"
95242,"MILTON FINE"
68701,"SANDER R. GERBER"
95309,"RICHARD UIHLEIN"
95340,"DIANE M. IRVINE"
95446,"DUANE ACKLIE"
95449,"JERRY BRUCKHEIMER"
95450,"PATRICIA CORNWELL"
63234,"WILLIAM E. GREEHEY"
63279,"ALLAN B. HUBBARD"
95462,"RANDALL TOBIAS"
74230,"JACK MILLER"
47118,"RICHARD GILDER"
69441,"JAY H. NEWMAN"
95739,"DOUG MEIJER"
95943,"THOMAS W. SCHERVISH"
95952,"WILLIAM V. BIDWILL"
5210,"ROBERT W. MAHONEY"
95955,"DENNIS NASH"
95965,"W R TIMKEN"
95993,"DAVID CONTIS"
96078,"GRIFFITH R. HARSH"
96086,"REX SINQUEFIELD"
96110,"JAMES LEININGER"
75944,"IRVING MOSKOWITZ"
96123,"CHERNA MOSKOWITZ"
96255,"MURRAY LENDER"
80433,"THEODORE CUTLER"
39411,"JOHN C. WHITEHEAD"
96400,"DANIEL GILBERT"
96431,"FARRIS WILKS"
96468,"WILLIAM B. SAXBE"
96475,"RICHARD L. THORNBURGH"
2226,"ALFRED F. KELLY"
2230,"LEWIS W. COLEMAN"
6441,"DARWIN A. DEASON"
78863,"GLENN M. DARDEN"
84490,"JAMES C. FLORES"
75116,"GEORGE JOSEPH"
50138,"WILLIAM CLAY FORD"
39658,"CHERYL L. JAEGER"
2242,"JOHN THOMAS CHAIN"
2244,"J BARCLAY COLLINS"
2250,"FRANK ALBERT OLSON"
2251,"EDITH E. HOLIDAY"
2245,"LAWRENCE H. ORNSTEIN"
96582,"PRISCILLA BUCKLEY"
91553,"JUSTIN AMASH"
13871,"JULIUS CAESAR WATTS"
6419,"JOHN M. ROTH"
93450,"PATRICIA FROST"
83780,"ANNETTE CALDWELL FLECK"
51540,"PETER LAWSON-JOHNSTON"
90633,"JAN DUNCAN"
97136,"ABIGAIL K. KAWANANAKOA"
97143,"JAMES L. GAGAN"
97146,"STEVEN G. MIHAYLO"
97144,"NORMAN E. MILLER"
97148,"S JAVAID ANWAR"
2735,"STEPHEN I. CHAZEN"
5544,"PAUL L. FOSTER"
4176,"RICHARD S. BRADDOCK"
60225,"THEODORE LEONSIS"
97432,"WELLINGTON MARA"
15027,"RAYMOND T. DALIO"
97522,"RUSSELL JEFFREY"
50406,"BOB PRINCE"
97520,"DANIEL GOLD"
97582,"JOHN FORAKER"
35777,"WILLIAM STAMPS FARISH"
97602,"WILLIAM FARISH"
97684,"ROBIN R. YOUNT"
97911,"GAYLORD J. PERRY"
97905,"JOHNNY L. BENCH"
97935,"MOLLY F. ASHBY"
97977,"ALBERT J. CROSSON"
39322,"ALEX G. SPANOS"
98056,"ROGER BEVERAGE"
2665,"JAMES T. BRADY"
3062,"WILLIAM PORTER PAYNE"
2246,"JOHN P. RIELLY"
2222,"DANIEL F. AKERSON"
2277,"MICHAEL G. MORRIS"
14002,"ROBERT JOSEPH DOLE"
80168,"BENJAMIN J. STEIN"
98207,"CONNIE STEVENS"
98293,"FREDERICK W. GEISSINGER"
3051,"PETER K. BARKER"
98346,"JACEK TRZMIEL"
13777,"AMORY HOUGHTON"
66609,"DENNIS M. WEINBERG"
98387,"STUART EPPERSON"
98408,"JERRY L. TUBERGEN"
98410,"ALLYSON WEINBERG"
98442,"ANN ROMNEY"
98516,"ALBERTO W. VILAR"
78410,"DONALDSON CLARK PILLSBURY"
40631,"CHRISTOPHER BANCROFT BURNHAM"
2614,"JOHN F. TURNER"
49022,"MELINDA R. RICH"
37172,"PHILLIP FREDERICK ANSCHUTZ"
74081,"JACK R. ANDERSON"
2259,"JOSEPH J. COLLINS"
2270,"LAWRENCE S. SMITH"
98723,"ROBIN LEACH"
33802,"MALCOLM STEVENSON FORBES"
98730,"RICHARD AYLWARD"
46636,"JO CAROLE LAUDER"
16029,"BRUCE A. GATES"
2247,"NICHOLAS FREDERICK BRADY"
2249,"ROBERT N. WILSON"
2295,"DONALD R. KEOUGH"
2299,"JAMES D. ROBINSON"
98853,"MARK KROLL"
44365,"KYLE EUGENE MCSLARROW"
9772,"MICHAEL R. HALLMAN"
9740,"KIRAN M. PATEL"
98911,"TAYLOE STANSBURY"
62060,"CHARLES ELLIOTT ANDREWS"
14240,"WILLIAM DAVID LOWERY"
98947,"PAUL SCHOTT STEVENS"
98889,"JAMES C. DYER"
73054,"MARY JAHARIS"
74698,"DAVID H. FEINBERG"
2243,"F BORDEN WALKER"
41248,"MICHAEL J. MORITZ"
99027,"CHARLES W. COLSON"
91593,"JOHN H. HOEVEN"
2368,"SCOTT T. FORD"
2374,"ALBERT C. ZAPANTA"
99196,"JACQUES YEAGER"
13672,"ROBERT J. WITTMAN"
98944,"GARY BERNTSEN"
99215,"REVERGE ANSELMO"
99236,"MICHAEL GOGUEN"
96503,"STEVEN CARL MOAK"
13210,"ROBERT P. CORKER"
99286,"ROBERT V. TISHMAN"
99302,"MICHAEL BENNER"
75279,"MARC KASOWITZ"
78234,"BENSON K. WHITNEY"
99456,"WILLIAM K. BUSCAGLIA"
18969,"MICHAEL D. BLOOMQUIST"
99654,"JIM J. BREWER"
99524,"EVERETT DOBSON"
79599,"ROBERT A. HEFNER"
17419,"DAVID TURETSKY"
34300,"JUAN N. BABAUTA"
2384,"JOSEPH A. PICHLER"
2395,"GLEN D. NELSON"
49400,"WALTER P. HAVENSTEIN"
67421,"FRANK B. SILVESTRO"
99816,"JOHN POMIERSKI"
99965,"ALAN KORNACKI"
99996,"MICHAEL L. KRANCER"
2582,"LINDA G. STUNTZ"
100075,"ELIZABETH A. MOLER"
100552,"LANCE T. SHANER"
7901,"ANDREW J. SORDONI"
100624,"ROB WALLACE"
100653,"JAMES A. LOVELL"
100720,"RICHARD MEREDAY"
22526,"CLAYLAND BOYDEN GRAY"
100770,"PAUL CROUCH"
9946,"NESTOR R. WEIGAND"
41652,"ELIZABETH BUZZI KOCH"
58334,"GEORGE C. ZOLEY"
101034,"RICHARD BERMAN"
101091,"NATHANIEL MOFFAT"
101092,"JEFFREY ZYSIK"
101180,"GLENN A. DAVENPORT"
5342,"LONNIE KEN PILGRIM"
73213,"ANDREW F. BARTH"
2398,"JOHN H. DASBURG"
2406,"WILLIAM H. HEYMAN"
101292,"RICHARD M. FUSCONE"
5909,"LOUIS E. LATAIF"
101398,"JAMES MCDERMOTT"
35791,"HAROLD A. POLING"
101453,"JOSEPH J. SIMONS"
101568,"GEOFFREY C. BIBLE"
96149,"DENIS A. BOVIN"
101571,"ROBERT E. BRENNAN"
101573,"GARY P. BRINSON"
2748,"JOHN S. CHALSTY"
101577,"STEVEN E. CHANCELLOR"
101578,"TODD J. CHRISTIE"
101586,"STEVEN J. ELLIS"
101608,"DANIEL K. FLATLEY"
90002,"JOSEPH G. FOGG"
36002,"THOMAS W. WEISEL"
19399,"GEORGE A. SPIX"
101649,"JEFFREY K. SKILLING"
59970,"PAUL SINGER"
101652,"JOSEPH J. GRANO"
10924,"JOHN H F HASKELL"
101656,"CHARLES A. HEIMBOLD"
101661,"HERBERT J. SIEGEL"
101664,"JOHN E. SHEPHARD"
100421,"FORREST E. HOGLUND"
70596,"DOUGLAS KORN"
101681,"ALFRED LERNER"
38556,"ANDREW LINDSAY LEWIS"
7542,"S CRAIG LINDNER"
101688,"JAMES S. MCDONNELL"
73112,"MARVIN C. SCHWARTZ"
6023,"PETER M. SACERDOTE"
101727,"DAVID C. MULFORD"
49884,"WILLARD J. OVERLOCK"
101733,"JOHN N. PALMER"
77546,"LAURENCE E. PAUL"
101741,"EARL N. PHILLIPS"
44091,"RAYMOND JOSEPH BRISCUSO"
101842,"PATRICIA HARRON IMBESI"
5325,"HAROLD A. SORGENTI"
2413,"LESLIE B. DISHAROON"
2429,"WILLIAM D. SMITHBURG"
2430,"BOONE POWELL"
102166,"KARL BUTLER"
8164,"RHYS J. BEST"
4592,"DAVID W. BIEGLER"
100455,"JAMES A. GIBBS"
94649,"CARY M. MAGUIRE"
98271,"DAVID B. MILLER"
102184,"JAMES OBERWETTER"
100428,"GEORGE M. YATES"
85815,"IVANKA M. TRUMP"
102194,"ERIC F. TRUMP"
102199,"CONSTANCE CAMPANELLA"
102229,"ROBERT M. WADSWORTH"
3155,"VINCENT J. INTRIERI"
102326,"JOHN BRUNNER"
70381,"ALLISON LUTNICK"
51558,"HOWARD W. LUTNICK"
60792,"ROBERT W. FRI"
3126,"ARCHIE W. DUNHAM"
84500,"JOHN L. NAU"
70500,"JEFFREY C. WALKER"
102372,"EDWARD C. MITCHELL"
102490,"PETER F. DOLAN"
71487,"HARRY BURN"
8594,"GEORGE L. MAZANEC"
11425,"DENNIS J. SEELEY"
52416,"LOUIS R. REIF"
8739,"CYRUS F. FREIDHEIM"
19911,"ARTHUR B. CULVAHOUSE"
32374,"JOHN EDWARD PORTER"
33659,"EDGAR RIOS"
33776,"EZRA K. ZILKHA"
8699,"VINCENT J. TROSINO"
33680,"MICHAEL L. TIPSORD"
33714,"RALPH S. SAUL"
68360,"BENJAMIN JACOBS"
84079,"CLARK HUNT"
102615,"WALTER J. ZABLE"
102619,"BRUCE WOOLPERT"
74771,"JOHN F. KIRTLEY"
74255,"RICK L. SHARP"
93974,"J PETER SIMON"
37080,"PETER J. POWERS"
67136,"THOMAS JUDSON"
25495,"BRENDA LARSEN BECKER"
102649,"AIHAM ALSAMMARAE"
16729,"ROBERT E. BARNETT"
15627,"DONALD C. ALEXANDER"
18787,"DEBORAH STEELMAN"
19598,"JEANNE S. ARCHIBALD"
20508,"JOHN C. TUCK"
17777,"EDWARD KRENIK"
102731,"SIMON FALIC"
102757,"RUSSELL R. WASENDORF"
102814,"ISAAC ARNOLD"
102817,"JOHN H. LOLLAR"
52122,"MARY MATALIN"
102828,"KEVIN REILLY"
5858,"THOMAS V. REIFENHEISER"
7655,"JOHN E. KOERNER"
85178,"STEPHEN HOLDITCH"
11890,"JOHN K. WELCH"
102852,"VICKY BAILEY"
2881,"CLAIBORNE P. DEMING"
77149,"JOHN T. HOSKINS"
77191,"PHILIP A. PERNA"
69005,"ROGER G. BROOKS"
70572,"CHARLES WARD"
59104,"GEORGE H. HUME"
102943,"G BRADFORD JONES"
68669,"WILLIAM F. CRONK"
66658,"RICHARD RIORDAN"
102947,"FRANKLIN P. JOHNSON"
102971,"CHARLES T. MUNGER"
81143,"HOWARD F. AHMANSON"
6025,"CHARLES B. JOHNSON"
76043,"ROBERT J. OSTER"
76097,"PRESTON B. HOTCHKIS"
102961,"ROBERT W. LOEWEN"
102967,"R B. WOOLLEY"
76067,"WILLIAM C. EDWARDS"
69219,"WILLIAM H. DRAPER"
102958,"JOHN HERMAN COX"
102962,"DALE L. DYKEMA"
102963,"STEPHEN B. WILLIAMS"
102966,"THEODORE E. GILDRED"
102959,"WAYNE LINDHOLM"
102969,"WILLIS HAMILTON"
102957,"FRED B. BIALEK"
93712,"TOM W. SUDBERRY"
7814,"CARLA ANDERSON HILLS"
33558,"RICHARD N. FOSTER"
103020,"JOHN MEDLIN"
6666,"JACK P. RANDALL"
79612,"ERNEST H. COCKRELL"
95089,"KENNETH R. DICKERSON"
88543,"STEPHEN COVEY"
103176,"MICHAEL CASTLE"
100945,"ELSIE HILLIARD"
100408,"BRUCE H. VINCENT"
100448,"VIRGINIA B. LAZENBY"
7817,"GEORGE P. SHULTZ"
16037,"MARK A. WEINBERGER"
95867,"GERALD PARSKY"
24504,"STEVEN KELMAR"
77687,"JOHN CAMERON"
87595,"WILLIAM LEE HANLEY"
103840,"LEE T. HANLEY"
74187,"RANDY KENDRICK"
20659,"JAMES M. BODNER"
8800,"KIRBY L. HEDRICK"
103890,"ROSEMARY ENRICO"
92789,"RICHARD A. KAYNE"
103989,"THOMAS F. KARAM"
9864,"HARVEY L. KARP"
104106,"ALBERT L. ZESIGER"
91115,"JOHN C. KERR"
104180,"BAINE PERKINS KERR"
47615,"JAMES R. HUFFINES"
4343,"JOHN A. ALLISON"
49379,"ROBERT EDWARD GRADY"
104382,"DENNIS TROHA"
5282,"PATRICK F. NOONAN"
104458,"DAVID G. TUERCK"
100839,"ROCKWELL ANTHONY SCHNABEL"
104556,"JOHN HARPOLE"
104557,"KEVIN KAUFFMAN"
104579,"JACK R. EKSTROM"
104584,"PORTER BENNETT"
104598,"BRET SUMNER"
13848,"FRANK HUGHES MURKOWSKI"
104639,"DALE LARSEN"
104656,"STAN SPRINKLE"
92758,"HOWARD GROFF"
59695,"STEPHEN M. WATERS"
104823,"JACK AFRICK"
104853,"JEROME FALIC"
36897,"WILLIAM F. ANDREWS"
65862,"JOHN R. HORNE"
65863,"JOHN D. CORRENTI"
65870,"JOSEPH V. RUSSELL"
7179,"PAUL T. STOFFEL"
105135,"JAKE CORMAN"
105180,"SCOTT W. BOYD"
105212,"SUSAN C. HELM"
77027,"CHRISTOPHER T. GREENE"
77058,"ROGER J. JONES"
77061,"WILLIAM A. NIESE"
105334,"MARK A. SNYDER"
105335,"JAMES F. ROBERTS"
105336,"FRANK J. WOOD"
105341,"GREG A. WALKER"
105344,"JAMES J. BRYJA"
105358,"JAMES M. LOVE"
105410,"FRANK J. REIDY"
105423,"CHRISTINE OLSON"
70292,"ALFRED HUGH KINGON"
2442,"RICHARD A. GONZALEZ"
105677,"JAMES F. BOHAN"
90454,"LARRY SHARP"
2459,"HERBERT L. HENKEL"
2526,"MARTIN R. MELONE"
84349,"FRANK ELWOOD DAVIS"
105802,"JACULIN AARON"
3592,"ROBERT K. KRAFT"
105903,"THOMAS LINDEN"
105904,"GARY H. HUNT"
105952,"DON W. OLIPHANT"
105995,"ANDY WILLIAMS"
106062,"NATHAN SPROUL"
32780,"FRANCISCO CANSECO"
35601,"JAMES E. BURKE"
16777,"MICHAEL CONWAY"
106364,"ROBERT S. GRAHAM"
2496,"JOHN R. WALTER"
2515,"KEITH P. RUSSELL"
60607,"ARMANDO PIMENTEL"
11576,"ARIEL Z. EMANUEL"
106777,"ARTHUR M. KASSEL"
70421,"FRANK CASTAGNA"
40793,"J C CRANE"
106822,"LINDA GRIFFITH"
106842,"BLAINE P. ROLLINS"
106841,"JEFFERY C. GARVEY"
106912,"ROGER F. MEYER"
2555,"ANDREW J. MCKENNA"
2533,"STEVEN A. RAYMUND"
2578,"JAY B. STEPHENS"
2583,"MICHAEL C. RUETTGERS"
2593,"BERNARD J. POUSSOT"
92694,"DAVID BOIES"
21696,"WILLIAM S. SCHERMAN"
71202,"MARC H. BELL"
35425,"ANNE WELSH MCNULTY"
105011,"JULIE MINSKOFF"
14069,"WILLIAM H. ZELIFF"
2814,"MARTIN TRUST"
96030,"KAREN H. HUNTSMAN"
51213,"RICHARD A. DEBS"
50168,"ARTHUR ROCK"
107322,"GEORGE BORBA"
2781,"KEN C. HICKS"
2591,"ROBERT M. AMEN"
2613,"SAMIR G. GIBARA"
2626,"JAMES K. SIMS"
2627,"MARTIN CLARK FAGA"
2629,"JEFFREY M. HELLER"
2641,"JIM W. NOKES"
2650,"A MAURICE MYERS"
2652,"NANCY LAMPTON"
50952,"PHILIP HOWARD"
107404,"TIMOTHY FISHER"
107408,"NANCY MAFFUCCI"
2832,"LEWIS HAY"
91573,"RENEE ELLMERS"
73086,"DAVID M. FLAUM"
69320,"RICHARD J. SCHWARTZ"
2667,"JOHN L. SKOLDS"
2672,"MARVIN J. HERB"
2677,"JOHN FRANKLIN BROCK"
2678,"L PHILLIP HUMANN"
2679,"LOWRY F. KLINE"
2693,"SHIRLEY D. PETERSON"
13826,"WILLIAM PHILIP GRAMM"
4880,"BETSY S. ATKINS"
107540,"CHERIE HARDER"
107539,"WILLIAM R. DEVEN"
21511,"KERRY KNOTT"
107543,"ROBIN KING"
2697,"JOHN G. BREEN"
2700,"ROBERT J. KEEGAN"
2712,"CARI M. DOMINGUEZ"
35443,"SYLVIA A. EARLE"
21098,"TIMOTHY F. POWERS"
4140,"RICHARD I. GALLAND"
71367,"PAMELLA G. DEVOS"
2731,"PATRICK T. STOKES"
2733,"JERRY A. GRUNDHOFER"
2736,"DONALD P. DE BRIER"
2750,"JOHN W. MORGAN"
2752,"FREDERIC F. BRACE"
2757,"MARY K. BUSH"
2770,"ALAN J. LACY"
2776,"LEWIS B. CAMPBELL"
2787,"COLLEEN C. BARRETT"
13601,"LAMAR SEELIGSON SMITH"
9059,"FAYEZ S. SAROFIM"
73093,"STEPHEN P. HANSON"
60430,"TERRANCE R. DOLAN"
87247,"DAVID B. O'MALEY"
85561,"DAVID L. PORGES"
6030,"RUPERT H. JOHNSON"
97083,"PENELOPE KNIGHT"
26220,"GRANT D. ALDONAS"
46936,"KERRY HEALEY"
78555,"ANDREW S. NATSIOS"
100694,"JOHN DANILOVICH"
108034,"WILLIAM A. KNOWLTON"
74337,"STERLING V. VARNER"
46631,"FREDERICK A. KLINGENSTEIN"
83871,"ALEC L. POITEVINT"
108203,"PHILIP A. WILHEIT"
108141,"PAUL BOWERS"
108153,"CHRIS CUMMISKEY"
108169,"REYNOLD JENNINGS"
13964,"BILL WILLIAM PAXON"
17845,"JAMES PRUITT"
26548,"WILLIAM R. TEATOR"
40882,"MARTIN CANCIENNE"
19514,"TERRY HAINES"
108305,"MATTHEW D. PARKER"
61350,"IRENE M. ESTEVES"
95318,"ELIZABETH UIHLEIN"
100925,"DEXTER F. BAKER"
108665,"FRANKLIN ANTONIO"
108695,"WILLIAM STEIGERWALDT"
8315,"RICHARD T. FARMER"
9612,"ANDRE B. LACY"
10002,"MELVYN J. ESTRIN"
42163,"DIXON R. DOLL"
51054,"JEREMIAH MILBANK"
20663,"PHILIP J. PERRY"
21852,"ALICE S. FISHER"
108771,"JACK E. WAGNER"
91621,"TODD ROKITA"
97124,"SCOTT SIPPRELLE"
8799,"EDWARD F. COX"
109017,"DAVID COPLEY"
79623,"HELEN KINNEY COPLEY"
78493,"WILLIAM E. STRICKLAND"
101391,"JERRY W. BOX"
96388,"MICHAEL A. ALLEGRETTI"
91954,"BRENT SEMBLER"
34709,"MELVIN FLOYD SEMBLER"
92642,"BETTY SEMBLER"
73049,"ROBERT J. CONGEL"
109111,"AMORY J. COOKE"
37842,"JOHN C. DUGAN"
23560,"JOHN CASSIDY"
109142,"JOHN HUARTE"
79325,"HARRY JAMES WILSON"
9106,"MICHAEL J. JANDERNOA"
80474,"JOSEPH J. O'DONNELL"
86841,"MARK E. CARBONE"
50162,"HILARY HINTON ZIGLAR"
50161,"NELSON BUNKER HUNT"
50165,"NORMAN P. MCCLELLAND"
74274,"SUSAN WEHBA"
3362,"EDMUND F. KELLY"
95961,"RONALD W. DOUGHERTY"
95967,"RANDALL C. HUNT"
34784,"STEPHEN A. ODLAND"
3321,"MARK C. PIGOTT"
109383,"THOMAS CHIOMENTO"
109394,"JOHN C. OLIVER"
2842,"NICHOLAS DEBENEDICTIS"
42099,"THOMAS JAMES PERKINS"
76150,"W CLARKE SWANSON"
103916,"F VAN KASPER"
103917,"MARY VAUGHAN LESTER"
103918,"VIRGINIA MADDEN"
103921,"STEVEN MERRILL"
47548,"JONATHAN M. TISCH"
86568,"DOUG DEVOS"
97180,"WALLACE D. MALONE"
85144,"GEORGE J. PUENTES"
60034,"LAWRENCE J. SALVA"
47570,"JONATHAN A. KRAFT"
58646,"PEGGY VENABLE"
74098,"MARTHA BUFORD"
74129,"STEVIE ELLER"
74132,"SUELLEN ESTRIN"
36927,"DAVID BOIES"
35587,"DONALD TANG"
79442,"DAVID PACKARD"
109607,"DAVID WOODLEY PACKARD"
4857,"WARD W. WOODS"
5191,"DONALD PARKER KENNEDY"
109616,"BRENT R. ORRELL"
109618,"TERRELL HALASKA"
109640,"FRED R. HEEBE"
13614,"THEODORE F. STEVENS"
109678,"UNA S. RYAN"
109680,"ARTHUR J. ROTH"
109698,"JEROME FALIC"
109701,"JANA FALIC"
109706,"FIMA FALIC"
109718,"RONALD KRANCER"
49995,"SAUL PRESCOTT STEINBERG"
6134,"JAMES W. CROWNOVER"
8940,"ALBERT CHAO"
76130,"BURTON J. MCMURTRY"
79589,"GERALD DOUGLAS HINES"
79698,"JOSEPHINE E. ABERCROMBIE"
41154,"CONSTANCE CHAMBERS"
76044,"BOYD C. SMITH"
109799,"J TAYLOR CRANDALL"
84439,"ROBERT T. BROCKMAN"
109833,"PHILIP C. KADET"
76590,"JOE LEWIS ALLBRITTON"
4278,"WOLFGANG R. SCHMITT"
4283,"WILLIAM E. KASSLING"
76031,"JOHN HENRY HAGER"
44296,"PAUL C. JOST"
109901,"A EUGENE ROUNTREE"
109903,"TERRY K. SCHMOYER"
109909,"NANCY SPENCER"
109276,"EDGAR PRINCE"
109278,"ELSA PRINCE"
31222,"MARTIN OZINGA"
94384,"STEPHEN F. QUINN"
4129,"JAMES D. THORNTON"
36472,"SEAN R. PARNELL"
110123,"MATT MEAD"
110129,"ROBERT H. BORK"
9391,"EDWARD H. RENSI"
87611,"KEN BLACKWELL"
110157,"RONNIE BARRETT"
110169,"STEVE HORNADY"
110173,"KARL MALONE"
69695,"PAUL XAVIER KELLEY"
110192,"FRANK R. BROWNELL"
110198,"DENNIS J. REESE"
6038,"GARY J. RAY"
110308,"LOUIS FEIL"
110317,"CATHERINE E. FREEMAN"
7242,"BRUCE W. WILKINSON"
31453,"JEFFREY COLYER"
79448,"WILLIAM REDINGTON HEWLETT"
4175,"WILLIAM G. PARRETT"
51190,"HENRY T. SEGERSTROM"
51202,"LINDA J. WACHNER"
51220,"THOMAS P. SCULCO"
13767,"PETER G. FITZGERALD"
110641,"CRAIG RICKERT"
110652,"RICHARD G. HAWORTH"
110653,"MARTHA M. SCHAR"
110655,"MARK C. POPE"
110658,"THOMAS A. LEWRY"
110690,"WILLIAM M. GRAHAM"
26695,"DAVID GIRARD-DICARLO"
110702,"THEODORE B. OLSON"
77549,"LOUIS PERLMUTTER"
110834,"HAROLD W. KNAPHEIDE"
117158,"DAVID H. DEWHURST"
95653,"WILLIAM HOWARD WOLF"
110842,"RAYMOND E. ANDERSON"
110843,"BARBARA KOCH"
110845,"DANIEL L. BAKER"
50554,"ROBERT RICH"
110826,"GILBERT SILVERMAN"
35982,"DONALD L. BRYANT"
6600,"JAMES RODNEY SCHLESINGER"
110888,"R RANDOLPH DEVENING"
75307,"GLENN FUHRMAN"
70365,"LEON M. WAGNER"
70725,"EMILY FISHER LANDAU"
42230,"JAMES H. HERBERT"
6184,"HERBERT H. TATE"
5469,"HOWARD L. LANCE"
111258,"DONALD OETERS"
26679,"MICHAEL CIOFFI"
70981,"FLORENCE B. D'URSO"
70982,"EDWARD D. HERLIHY"
70999,"FRANK J. TASCO"
111340,"JAMIE ZISSIS"
111341,"DAVID GROHNE"
97565,"KEITH JOSEPHSON"
97577,"TIMOTHY C. MUCCIA"
111385,"STEVEN W. BLOCH"
19975,"STEVEN PRIMROSE"
3332,"IRVING W. BAILEY"
60541,"RUSSELL HARTLEY OWEN"
70203,"MICHAEL S. CHAE"
73375,"ALEXANDER NAVAB"
13898,"THOMAS SLADE GORTON"
14010,"SHEILA FRAHM"
16994,"SARAH DUMONT"
4065,"HERBERT M. BAUM"
7045,"MICHAEL J. MAPLES"
111635,"PAULINE MORTON"
107971,"HUSAM AHMAD"
70349,"THOMAS M. MULROY"
89559,"J C HUIZENGA"
111938,"ILENE L. FLAUM"
87184,"WILLIAM J. GILBERTI"
112094,"BRIAN REYNOLDS"
70467,"TARKY LOMBARDI"
37857,"SAMUEL COLE"
3829,"KENNETH E. STINSON"
91202,"JOHN BUCK"
112232,"AMON G. CARTER"
112242,"RICHARD W. MONCRIEF"
112243,"BENJAMIN F. STAPLETON"
15345,"ANNE WINDFOHR MARION"
67800,"BEN J. FORTSON"
112248,"JOHN L. MARION"
112166,"SAM SHALEM"
3785,"GREGORY R. PAGE"
70284,"JOEL B. MOUNTY"
112599,"MICHAEL H. BRISMAN"
112610,"YOUNGHO PAE"
112623,"JAY ODOM"
37817,"THOMAS J. HEALEY"
42181,"EFF W. MARTIN"
47477,"ROBERT J. KATZ"
65713,"STEVEN J. WISCH"
71361,"THOMAS E. TUFT"
73968,"DAVID B. FORD"
84470,"ROBERT B. TUDOR"
84473,"MICHAEL R. LYNCH"
112634,"AMY O. GOODFRIEND"
112641,"BARRY S. VOLPERT"
112654,"DOUGLAS W. KIMMELMAN"
112689,"LEE G. VANCE"
112721,"ROBERT V. DELANEY"
112724,"ROBERT B. MORRIS"
112730,"RICHARD A. SAPP"
112734,"PETER C. GERHARD"
112739,"MILTON R. BERLINSKI"
112805,"JOHN RAUDABAUGH"
7604,"TODD E. DIENER"
112810,"WILLIAM TATTERSALL"
112839,"WILLIAM J. COLBOURNE"
112899,"HENRY PERRY"
112972,"FRANK E. RUSSELL"
13742,"MICHAEL E. SODREL"
113002,"PATRICK MCDONNELL"
113005,"J STEPHEN VANDERWOUDE"
113074,"ANDREW SABIN"
6179,"HOWARD E. COSGROVE"
113093,"DAVID HILL"
4629,"JAMES C. MORGAN"
113111,"LONG NGUYEN"
113141,"STEPHEN SORDONI"
11617,"JEANE DUANE JORDAN"
32503,"KENNETH R. TIMMERMAN"
91903,"MARC STANLEY GOLDMAN"
97094,"JEROME FISHER"
69954,"RAYMOND FLOYD"
7030,"ANDREW C. HOVE"
66544,"MICHAEL H. MOSKOW"
113294,"JONATHAN GOULD"
15861,"ELIZABETH LETCHWORTH"
17954,"MARTIN B. GOLD"
18923,"RICHARD F. KINGHAM"
19360,"CHARLES F. RULE"
22673,"DAVID GRACE"
22674,"RODERICK DE ARMENT"
23414,"JACK SCHENENDORF"
113455,"CLAUSEN ELY"
5730,"KENNETH A. HERSH"
8134,"ALAN G. HASSENFELD"
113587,"NIKITA ZUKOV"
113588,"PAULA ZUKOV"
7703,"JAMES Q. CROWE"
3915,"WILLIAM D. MOREAN"
6222,"MORTON L. TOPFER"
9703,"PAUL J. SEVERINO"
42161,"WILFRED J. CORRIGAN"
113662,"MAUREEN EGAN"
113663,"THOMAS THEWES"
113664,"RICHARD MOLEY"
113690,"ALEKSANDER SZLAM"
113704,"W JAMES PROWSE"
3137,"DON H. DAVIS"
3539,"WAYNE R. SANDERS"
4433,"ALLAN R. TESSLER"
35697,"GEORGE V. GRUNE"
51039,"GERALD W. BLAKELEY"
51040,"ARNOLD I. BURNS"
51056,"C J. SILAS"
51050,"PETER L. HAYNES"
113824,"RICHARD G. SCOTT"
18991,"LUTHER J. STRANGE"
114135,"WAYNE STENEHJEM"
50243,"THOMAS F. STEPHENSON"
8178,"DAVID H. CHAFEY"
4471,"DAVID M. WILKS"
114421,"BRUCE SCHULMAN"
114446,"CHRISTOPHER D. RAY"
114451,"SCOTT A. GIESELMAN"
114452,"DAVID W. HAYES"
114487,"EDWARD W. BLESSING"
114501,"JENNY PAULSON"
68955,"J WAYNE WEAVER"
114499,"FRED FIELDS"
114544,"ERIK HIRSCH"
114557,"BRET PEARLMAN"
114595,"FRANK M. HENRY"
114599,"WILLIAM R. GRUVER"
114602,"JOHN D. MORAN"
114608,"ROBERT L. TAMBUR"
3843,"LEONARD S. COLEMAN"
4932,"WILLIAM R. JOHNSON"
75839,"JOSEPH COORS"
114805,"JOSEPH COORS"
103202,"MICHAEL D. ZAGATA"
89563,"GAYLEN J. BYKER"
3454,"LAWRENCE M. SMALL"
14460,"BARBER BENJAMIN CONABLE"
82995,"MARNA D. SCHNABEL"
15100,"JEFFERY D. HILDEBRAND"
15144,"TOM GORES"
15197,"MICHAEL HEISLEY"
3488,"MICHAEL T. STRIANESE"
4496,"F H. MERELLI"
89092,"CHESTER E. FINN"
10589,"JAMES R. CRANE"
69746,"ANTHONY L. SOAVE"
69743,"MITCHELL I. QUAIN"
115135,"CRAIG W. PHILLIPS"
